AL,nest,nest_mate,date,year,DOY,sunrise,time,time_after_sunrise,process_time,time_on_ice,CORT_time,CORT_cat,CORT_value,CORT_sec,sex,age,age.2,incubator
2091,NA,NA,30-Mar-18,2018,89,6.28,8.15,1.87,12,3.85,0,base,10.78482305,180,F,adult,adult,NA
2091,NA,NA,30-Mar-18,2018,89,6.28,8.15,1.87,12,3.85,15,min15,40.35613015,970,F,adult,adult,NA
2091,NA,NA,30-Mar-18,2018,89,6.28,8.15,1.87,12,3.85,30,min30,40.56800036,1916,F,adult,adult,NA
2092,NA,NA,30-Mar-18,2018,89,6.28,8.15,1.87,12,3.85,0,base,4.711898427,158,F,adult,adult,NA
2092,NA,NA,30-Mar-18,2018,89,6.28,8.15,1.87,12,3.85,15,min15,17.00993594,896,F,adult,adult,NA
2092,NA,NA,30-Mar-18,2018,89,6.28,8.15,1.87,12,3.85,30,min30,34.7162359,1850,F,adult,adult,NA
2093,D,N,30-Mar-18,2018,89,6.28,8.666666667,2.39,10.5,1.833333333,0,base,0.390919854,45,U,chick,nestling,nest
2093,D,N,30-Mar-18,2018,89,6.28,8.666666667,2.39,10.5,1.833333333,15,min15,73.26931397,900,U,chick,nestling,nest
2093,D,N,30-Mar-18,2018,89,6.28,8.666666667,2.39,10.5,1.833333333,30,min30,NA,NA,U,chick,nestling,nest
2094,NA,NA,3-Apr-18,2018,93,6.26,10.01666667,3.76,12.91666667,2.9,0,base,2.8882457,130,F,adult,adult,NA
2094,NA,NA,3-Apr-18,2018,93,6.26,10.01666667,3.76,12.91666667,2.9,15,min15,25.97765378,859,F,adult,adult,NA
2094,NA,NA,3-Apr-18,2018,93,6.26,10.01666667,3.76,12.91666667,2.9,30,min30,56.96983037,1829,F,adult,adult,NA
2095,NA,NA,5-Apr-18,2018,95,6.25,7.833333333,1.58,11.33333333,3.5,0,base,4.835606151,108,F,adult,adult,NA
2095,NA,NA,5-Apr-18,2018,95,6.25,7.833333333,1.58,11.33333333,3.5,15,min15,69.31766126,828,F,adult,adult,NA
2095,NA,NA,5-Apr-18,2018,95,6.25,7.833333333,1.58,11.33333333,3.5,30,min30,88.8532212,1773,F,adult,adult,NA
2096,NA,NA,3-Apr-18,2018,93,6.26,10,3.74,12.91666667,2.916666667,0,base,4.139063853,98,M,adult,adult,NA
2096,NA,NA,3-Apr-18,2018,93,6.26,10,3.74,12.91666667,2.916666667,15,min15,51.79179047,847,M,adult,adult,NA
2096,NA,NA,3-Apr-18,2018,93,6.26,10,3.74,12.91666667,2.916666667,30,min30,70.01849993,1782,M,adult,adult,NA
2097,NA,NA,6-Apr-18,2018,96,6.24,8.1,1.86,11.73333333,3.633333333,0,base,1.734594201,130,F,adult,adult,NA
2097,NA,NA,6-Apr-18,2018,96,6.24,8.1,1.86,11.73333333,3.633333333,15,min15,11.70545856,903,F,adult,adult,NA
2097,NA,NA,6-Apr-18,2018,96,6.24,8.1,1.86,11.73333333,3.633333333,30,min30,30.81858816,1760,F,adult,adult,NA
2098,F,N,5-Apr-18,2018,95,6.25,7.25,1,10.5,3.25,0,base,4.825865321,123,U,chick,nestling,nest
2098,F,N,5-Apr-18,2018,95,6.25,7.25,1,10.5,3.25,15,min15,51.84377585,879,U,chick,nestling,nest
2098,F,N,5-Apr-18,2018,95,6.25,7.25,1,10.5,3.25,30,min30,NA,NA,U,chick,nestling,nest
2099,NA,NA,9-Apr-18,2018,99,6.23,7.85,1.62,11.48333333,3.633333333,0,base,8.669308205,127,F,adult,adult,NA
2099,NA,NA,9-Apr-18,2018,99,6.23,7.85,1.62,11.48333333,3.633333333,15,min15,50.80745517,1050,F,adult,adult,NA
2099,NA,NA,9-Apr-18,2018,99,6.23,7.85,1.62,11.48333333,3.633333333,30,min30,46.81052182,1780,F,adult,adult,NA
2100,NA,NA,16-Apr-18,2018,106,6.2,7.75,1.55,11.46666667,3.716666667,0,base,11.0468831,99,F,adult,adult,NA
2100,NA,NA,16-Apr-18,2018,106,6.2,7.75,1.55,11.46666667,3.716666667,15,min15,73.90369049,899,F,adult,adult,NA
2100,NA,NA,16-Apr-18,2018,106,6.2,7.75,1.55,11.46666667,3.716666667,30,min30,88.13688022,1761,F,adult,adult,NA
2101,NA,NA,17-Apr-18,2018,107,6.19,8.666666667,2.48,12.21666667,3.55,0,base,0.305500454,98,M,fledge,adult,NA
2101,NA,NA,17-Apr-18,2018,107,6.19,8.666666667,2.48,12.21666667,3.55,15,min15,35.07461678,883,M,fledge,adult,NA
2101,NA,NA,17-Apr-18,2018,107,6.19,8.666666667,2.48,12.21666667,3.55,30,min30,42.99243465,1793,M,fledge,adult,NA
2102,NA,NA,17-Apr-18,2018,107,6.19,8.683333333,2.49,12.21666667,3.533333333,0,base,7.137500224,158,M,adult,adult,NA
2102,NA,NA,28-Apr-18,2018,118,6.15,9.283333333,3.13,12.33333333,3.05,0,base,7.137500224,171,M,adult,adult,NA
2102,NA,NA,17-Apr-18,2018,107,6.19,8.683333333,2.49,12.21666667,3.533333333,15,min15,35.37926129,900,M,adult,adult,NA
2102,NA,NA,28-Apr-18,2018,118,6.15,9.283333333,3.13,12.33333333,3.05,15,min15,35.37926129,1057,M,adult,adult,NA
2102,NA,NA,28-Apr-18,2018,118,6.15,9.283333333,3.13,12.33333333,3.05,30,min30,27.48382713,1808,M,adult,adult,NA
2102,NA,NA,17-Apr-18,2018,107,6.19,8.683333333,2.49,12.21666667,3.533333333,30,min30,27.48382713,1860,M,adult,adult,NA
2103,NA,NA,18-Apr-18,2018,108,6.19,8.916666667,2.73,12.28333333,6.366666667,0,base,3.350138697,116,F,adult,adult,NA
2103,NA,NA,18-Apr-18,2018,108,6.19,8.916666667,2.73,12.28333333,6.366666667,15,min15,47.94433728,891,F,adult,adult,NA
2103,NA,NA,18-Apr-18,2018,108,6.19,8.916666667,2.73,12.28333333,6.366666667,30,min30,67.14682564,1809,F,adult,adult,NA
2104,NA,NA,19-Apr-18,2018,109,6.18,8.533333333,2.35,12.38333333,3.85,0,base,1.986571131,69,M,adult,adult,NA
2104,NA,NA,19-Apr-18,2018,109,6.18,8.533333333,2.35,12.38333333,3.85,15,min15,15.25475605,903,M,adult,adult,NA
2104,NA,NA,19-Apr-18,2018,109,6.18,8.533333333,2.35,12.38333333,3.85,30,min30,45.72286692,1752,M,adult,adult,NA
2105,NA,NA,19-Apr-18,2018,109,6.18,11,4.82,12.68333333,1.683333333,0,base,1.134211595,80,M,adult,adult,NA
2105,NA,NA,19-Apr-18,2018,109,6.18,11,4.82,12.68333333,1.683333333,15,min15,68.37291417,895,M,adult,adult,NA
2105,NA,NA,19-Apr-18,2018,109,6.18,11,4.82,12.68333333,1.683333333,30,min30,56.84656942,1749,M,adult,adult,NA
2106,NA,NA,19-Apr-18,2018,109,6.18,11,4.82,12.63333333,1.633333333,0,base,5.834182055,104,M,adult,adult,NA
2106,NA,NA,19-Apr-18,2018,109,6.18,11,4.82,12.63333333,1.633333333,15,min15,29.84653004,888,M,adult,adult,NA
2106,NA,NA,19-Apr-18,2018,109,6.18,11,4.82,12.63333333,1.633333333,30,min30,36.15370027,1833,M,adult,adult,NA
2107,NA,NA,20-Apr-18,2018,110,6.18,8.733333333,2.55,11.96666667,3.233333333,0,base,4.55958982,168,F,adult,adult,NA
2107,NA,NA,28-Apr-18,2018,118,6.15,9.233333333,3.08,12.55,3.316666667,0,base,5.011462127,170,F,adult,adult,NA
2107,NA,NA,20-Apr-18,2018,110,6.18,8.733333333,2.55,11.96666667,3.233333333,15,min15,23.21535504,900,F,adult,adult,NA
2107,NA,NA,28-Apr-18,2018,118,6.15,9.233333333,3.08,12.55,3.316666667,15,min15,20.01416722,975,F,adult,adult,NA
2107,NA,NA,20-Apr-18,2018,110,6.18,8.733333333,2.55,11.96666667,3.233333333,30,min30,43.36930411,1827,F,adult,adult,NA
2107,NA,NA,28-Apr-18,2018,118,6.15,9.233333333,3.08,12.55,3.316666667,30,min30,31.77542309,1858,F,adult,adult,NA
2108,NA,NA,20-Apr-18,2018,110,6.18,8.933333333,2.75,12.41666667,3.483333333,0,base,4.520074171,138,M,adult,adult,NA
2108,NA,NA,20-Apr-18,2018,110,6.18,8.933333333,2.75,12.41666667,3.483333333,15,min15,21.04988127,837,M,adult,adult,NA
2108,NA,NA,20-Apr-18,2018,110,6.18,8.933333333,2.75,12.41666667,3.483333333,30,min30,19.34018161,1784,M,adult,adult,NA
2109,NA,NA,2-May-18,2018,122,6.13,9.6,3.47,11.25,1.65,0,base,7.96905661,180,F,adult,adult,NA
2109,NA,NA,2-May-18,2018,122,6.13,9.6,3.47,11.25,1.65,15,min15,67.25893294,936,F,adult,adult,NA
2109,NA,NA,2-May-18,2018,122,6.13,9.6,3.47,11.25,1.65,30,min30,120.7663224,1905,F,adult,adult,NA
2112,NA,NA,9-May-18,2018,129,6.11,9.25,3.14,11.5,2.25,0,base,4.645937884,148,F,adult,adult,NA
2112,NA,NA,9-May-18,2018,129,6.11,9.25,3.14,11.5,2.25,15,min15,30.36940754,905,F,adult,adult,NA
2112,NA,NA,9-May-18,2018,129,6.11,9.25,3.14,11.5,2.25,30,min30,31.27075818,1980,F,adult,adult,NA
2114,NA,NA,11-May-18,2018,131,6.11,9.883333333,3.77,13.83333333,3.95,0,base,3.545947482,168,M,adult,adult,NA
2114,NA,NA,11-May-18,2018,131,6.11,9.883333333,3.77,13.83333333,3.95,15,min15,17.67011876,913,M,adult,adult,NA
2114,NA,NA,11-May-18,2018,131,6.11,9.883333333,3.77,13.83333333,3.95,30,min30,36.45164462,1800,M,adult,adult,NA
2115,NA,NA,12-May-18,2018,132,6.11,10,3.89,13.21666667,3.216666667,0,base,9.524652978,168,F,adult,adult,NA
2115,NA,NA,12-May-18,2018,132,6.11,10,3.89,13.21666667,3.216666667,15,min15,43.55856254,999,F,adult,adult,NA
2115,NA,NA,12-May-18,2018,132,6.11,10,3.89,13.21666667,3.216666667,30,min30,47.06338149,1812,F,adult,adult,NA
2117,NA,NA,12-May-18,2018,132,6.11,10.91666667,4.81,13.08333333,2.166666667,0,base,5.331867383,180,M,adult,adult,NA
2117,NA,NA,12-May-18,2018,132,6.11,10.91666667,4.81,13.08333333,2.166666667,15,min15,13.55593574,1065,M,adult,adult,NA
2117,NA,NA,12-May-18,2018,132,6.11,10.91666667,4.81,13.08333333,2.166666667,30,min30,31.82041174,1820,M,adult,adult,NA
2118,NA,NA,13-May-18,2018,133,6.11,9.866666667,3.76,12.13333333,2.266666667,0,base,6.874513915,180,U,fledge,adult,NA
2118,NA,NA,13-May-18,2018,133,6.11,9.866666667,3.76,12.13333333,2.266666667,15,min15,34.60989741,990,U,fledge,adult,NA
2118,NA,NA,13-May-18,2018,133,6.11,9.866666667,3.76,12.13333333,2.266666667,30,min30,28.2954201,1739,U,fledge,adult,NA
2119,U,N,17-May-18,2018,137,6.1,7.533333333,1.43,8.6,1.066666667,0,base,6.125583177,151,U,chick,nestling,incubator
2119,U,N,17-May-18,2018,137,6.1,7.533333333,1.43,8.6,1.066666667,15,min15,23.33880951,957,U,chick,nestling,incubator
2119,U,N,17-May-18,2018,137,6.1,7.533333333,1.43,8.6,1.066666667,30,min30,NA,NA,U,chick,nestling,incubator
2120,V,Y,17-May-18,2018,137,6.1,7.533333333,1.43,8.6,1.066666667,0,base,2.390752741,108,U,chick,nestling,nest
2120,V,Y,17-May-18,2018,137,6.1,7.533333333,1.43,8.6,1.066666667,15,min15,25.64249012,954,U,chick,nestling,nest
2120,V,Y,17-May-18,2018,137,6.1,7.533333333,1.43,8.6,1.066666667,30,min30,NA,NA,U,chick,nestling,nest
2121,X,N,21-May-18,2018,141,6.1,7.616666667,4.52,9.033333333,1.416666667,0,base,17.13179651,155,U,chick,nestling,incubator
2121,X,N,21-May-18,2018,141,6.1,7.616666667,4.52,9.033333333,1.416666667,15,min15,58.51768388,883,U,chick,nestling,incubator
2121,X,N,21-May-18,2018,141,6.1,7.616666667,4.52,9.033333333,1.416666667,30,min30,21.17166283,1696,U,chick,nestling,incubator
2122,W,N,21-May-18,2018,141,6.1,7.616666667,1.52,9.283333333,1.666666667,0,base,6.035526478,91,U,chick,nestling,nest
2122,W,N,21-May-18,2018,141,6.1,7.616666667,1.52,9.283333333,1.666666667,15,min15,13.71359783,852,U,chick,nestling,nest
2122,W,N,21-May-18,2018,141,6.1,7.616666667,1.52,9.283333333,1.666666667,30,min30,13.44421516,1694,U,chick,nestling,nest
2124,Y,Y,22-May-18,2018,142,6.1,8,1.9,9.75,1.75,0,base,5.043963674,105,U,chick,nestling,incubator
2124,Y,Y,22-May-18,2018,142,6.1,8,1.9,9.75,1.75,15,min15,26.63555096,920,U,chick,nestling,incubator
2124,Y,Y,22-May-18,2018,142,6.1,8,1.9,9.75,1.75,30,min30,2.711866555,1860,U,chick,nestling,incubator
2125,Y,Y,22-May-18,2018,142,6.1,8,1.9,9.75,1.75,0,base,5.136627414,135,U,chick,nestling,nest
2125,Y,Y,22-May-18,2018,142,6.1,8,1.9,9.75,1.75,15,min15,23.9220761,925,U,chick,nestling,nest
2125,Y,Y,22-May-18,2018,142,6.1,8,1.9,9.75,1.75,30,min30,8.010346998,1954,U,chick,nestling,nest
2126,AA,N,23-May-18,2018,143,6.1,10.78333333,4.68,13.41666667,2.633333333,0,base,0.841359632,78,U,chick,nestling,nest
2126,AA,N,23-May-18,2018,143,6.1,10.78333333,4.68,13.41666667,2.633333333,15,min15,10.23632899,881,U,chick,nestling,nest
2126,AA,N,23-May-18,2018,143,6.1,10.78333333,4.68,13.41666667,2.633333333,30,min30,0.423215576,1795,U,chick,nestling,nest
2127,NA,NA,31-May-18,2018,151,6.1,9.833333333,3.73,13.38333333,3.55,0,base,8.327516504,165,F,adult,adult,NA
2127,NA,NA,31-May-18,2018,151,6.1,9.833333333,3.73,13.38333333,3.55,15,min15,49.75199185,945,F,adult,adult,NA
2127,NA,NA,31-May-18,2018,151,6.1,9.833333333,3.73,13.38333333,3.55,30,min30,24.97482664,1827,F,adult,adult,NA
2128,AC,Y,26-May-18,2018,146,6.1,7.75,1.65,11.7,3.95,0,base,5.288663547,105,U,chick,nestling,nest
2128,AC,Y,26-May-18,2018,146,6.1,7.75,1.65,11.7,3.95,15,min15,9.867889568,1007,U,chick,nestling,nest
2128,AC,Y,26-May-18,2018,146,6.1,7.75,1.65,11.7,3.95,30,min30,2.058974765,1782,U,chick,nestling,nest
2129,AC,Y,26-May-18,2018,146,6.1,7.75,1.65,11.7,3.95,0,base,0.865446772,120,U,chick,nestling,incubator
2129,AC,Y,26-May-18,2018,146,6.1,7.75,1.65,11.7,3.95,15,min15,35.8225934,954,U,chick,nestling,incubator
2129,AC,Y,26-May-18,2018,146,6.1,7.75,1.65,11.7,3.95,30,min30,1.576219601,1785,U,chick,nestling,incubator
2130,AD,Y,26-May-18,2018,146,6.1,8.366666667,2.27,10.66666667,2.3,0,base,4.303650485,97,U,chick,nestling,incubator
2130,AD,Y,26-May-18,2018,146,6.1,8.366666667,2.27,10.66666667,2.3,15,min15,15.8934753,855,U,chick,nestling,incubator
2130,AD,Y,26-May-18,2018,146,6.1,8.366666667,2.27,10.66666667,2.3,30,min30,1.418219544,1736,U,chick,nestling,incubator
2131,AD,Y,26-May-18,2018,146,6.1,8.366666667,2.27,10.66666667,2.3,0,base,3.857795356,151,U,chick,nestling,nest
2131,AD,Y,26-May-18,2018,146,6.1,8.366666667,2.27,10.66666667,2.3,15,min15,11.39345972,986,U,chick,nestling,nest
2131,AD,Y,26-May-18,2018,146,6.1,8.366666667,2.27,10.66666667,2.3,30,min30,0.979330492,1824,U,chick,nestling,nest
2132,AE,N,27-May-18,2018,147,6.1,10.33333333,4.23,11.5,1.166666667,0,base,4.285611284,102,U,chick,nestling,nest
2132,AE,N,27-May-18,2018,147,6.1,10.33333333,4.23,11.5,1.166666667,15,min15,10.82474881,960,U,chick,nestling,nest
2132,AE,N,27-May-18,2018,147,6.1,10.33333333,4.23,11.5,1.166666667,30,min30,4.373054839,1825,U,chick,nestling,nest
2133,NA,NA,29-May-18,2018,149,6.1,8.833333333,2.73,12,3.166666667,0,base,6.340255162,132,U,adult,adult,NA
2133,NA,NA,29-May-18,2018,149,6.1,8.833333333,2.73,12,3.166666667,15,min15,51.04040669,976,U,adult,adult,NA
2133,NA,NA,29-May-18,2018,149,6.1,8.833333333,2.73,12,3.166666667,30,min30,53.74363153,1811,U,adult,adult,NA
2134,NA,NA,29-May-18,2018,149,6.1,9.083333333,2.98,12,2.916666667,0,base,7.445011824,160,F,adult,adult,NA
2134,NA,NA,29-May-18,2018,149,6.1,9.083333333,2.98,12,2.916666667,15,min15,52.90617152,917,F,adult,adult,NA
2134,NA,NA,29-May-18,2018,149,6.1,9.083333333,2.98,12,2.916666667,30,min30,28.43602187,1947,F,adult,adult,NA
2137,NA,NA,31-May-18,2018,151,6.1,9.25,3.15,12.8,3.55,0,base,3.865744262,165,M,fledge,adult,NA
2137,NA,NA,31-May-18,2018,151,6.1,9.25,3.15,12.8,3.55,15,min15,10.28774967,1047,M,fledge,adult,NA
2137,NA,NA,31-May-18,2018,151,6.1,9.25,3.15,12.8,3.55,30,min30,36.32540667,1920,M,fledge,adult,NA
2138,NA,NA,1-Jun-18,2018,152,6.1,9.3,3.2,12.86666667,3.566666667,0,base,6.027679049,180,M,adult,adult,NA
2138,NA,NA,1-Jun-18,2018,152,6.1,9.3,3.2,12.86666667,3.566666667,15,min15,12.55121388,997,M,adult,adult,NA
2138,NA,NA,1-Jun-18,2018,152,6.1,9.3,3.2,12.86666667,3.566666667,30,min30,23.83796753,1810,M,adult,adult,NA
2139,AF,Y,2-Jun-18,2018,153,6.1,7.666666667,1.57,9,1.333333333,0,base,4.862622736,85,U,chick,nestling,nest
2139,AF,Y,2-Jun-18,2018,153,6.1,7.666666667,1.57,9,1.333333333,15,min15,39.71568771,927,U,chick,nestling,nest
2139,AF,Y,2-Jun-18,2018,153,6.1,7.666666667,1.57,9,1.333333333,30,min30,NA,NA,U,chick,nestling,nest
2140,AF,Y,2-Jun-18,2018,153,6.1,7.666666667,1.57,9,1.333333333,0,base,4.165383389,75,U,chick,nestling,incubator
2140,AF,Y,2-Jun-18,2018,153,6.1,7.666666667,1.57,9,1.333333333,15,min15,35.3269781,917,U,chick,nestling,incubator
2140,AF,Y,2-Jun-18,2018,153,6.1,7.666666667,1.57,9,1.333333333,30,min30,16.22559116,1836,U,chick,nestling,incubator
2151,S,Y,11-May-18,2018,131,6.11,8.466666667,2.36,13.11666667,4.65,0,base,15.8246221,168,U,chick,nestling,nest
2151,S,Y,11-May-18,2018,131,6.11,8.466666667,2.36,13.11666667,4.65,15,min15,10.38398951,1000,U,chick,nestling,nest
2151,S,Y,11-May-18,2018,131,6.11,8.466666667,2.36,13.11666667,4.65,30,min30,NA,NA,U,chick,nestling,nest
2152,S,Y,11-May-18,2018,131,6.11,8.466666667,2.36,13.11666667,4.65,0,base,5.65949596,105,U,chick,nestling,incubator
2152,S,Y,11-May-18,2018,131,6.11,8.466666667,2.36,13.11666667,4.65,15,min15,75.1673,901,U,chick,nestling,incubator
2152,S,Y,11-May-18,2018,131,6.11,8.466666667,2.36,13.11666667,4.65,30,min30,7.748298914,1792,U,chick,nestling,incubator
2153,T,N,15-May-18,2018,135,6.1,8.883333333,2.78,10.5,1.616666667,0,base,5.121975135,80,U,chick,nestling,nest
2153,T,N,15-May-18,2018,135,6.1,8.883333333,2.78,10.5,1.616666667,15,min15,37.55206659,923,U,chick,nestling,nest
2153,T,N,15-May-18,2018,135,6.1,8.883333333,2.78,10.5,1.616666667,30,min30,3.865939367,1866,U,chick,nestling,nest
2154,AG,Y,5-Jun-18,2018,156,6.1,7.5,1.4,9.033333333,1.533333333,0,base,0.624402383,85,U,chick,nestling,incubator
2154,AG,Y,5-Jun-18,2018,156,6.1,7.5,1.4,9.033333333,1.533333333,15,min15,23.73217741,887,U,chick,nestling,incubator
2154,AG,Y,5-Jun-18,2018,156,6.1,7.5,1.4,9.033333333,1.533333333,30,min30,2.793158394,1778,U,chick,nestling,incubator
2155,AG,Y,5-Jun-18,2018,156,6.1,7.5,1.4,9.033333333,1.533333333,0,base,4.091152459,127,U,chick,nestling,nest
2155,AG,Y,5-Jun-18,2018,156,6.1,7.5,1.4,9.033333333,1.533333333,15,min15,34.19548787,970,U,chick,nestling,nest
2155,AG,Y,5-Jun-18,2018,156,6.1,7.5,1.4,9.033333333,1.533333333,30,min30,19.44579891,1900,U,chick,nestling,nest
